	description	name
488	Manaphy is a Water type Pokémon introduced in Generation 4. It is known as the Seafaring Pokémon.	Manaphy
489	Darkrai is a Dark type Pokémon introduced in Generation 4. It is known as the Pitch-Black Pokémon.	Darkrai
490	Shaymin is a Grass type Pokémon introduced in Generation 4. It is known as the Gratitude Pokémon.	Shaymin
491	Arceus is a Normal type Pokémon introduced in Generation 4. It is known as the Alpha Pokémon.	Arceus
492	Victini is a Psychic/Fire type Pokémon introduced in Generation 5. It is known as the Victory Pokémon.	Victini
493	Snivy is a Grass type Pokémon introduced in Generation 5. It is known as the Grass Snake Pokémon.	Snivy
494	Servine is a Grass type Pokémon introduced in Generation 5. It is known as the Grass Snake Pokémon.	Servine
495	Serperior is a Grass type Pokémon introduced in Generation 5. It is known as the Regal Pokémon.	Serperior
496	Tepig is a Fire type Pokémon introduced in Generation 5. It is known as the Fire Pig Pokémon.	Tepig
497	Pignite is a Fire/Fighting type Pokémon introduced in Generation 5. It is known as the Fire Pig Pokémon.	Pignite
498	Emboar is a Fire/Fighting type Pokémon introduced in Generation 5. It is known as the Mega Fire Pig Pokémon.	Emboar
499	Oshawott is a Water type Pokémon introduced in Generation 5. It is known as the Sea Otter Pokémon.	Oshawott
500	Dewott is a Water type Pokémon introduced in Generation 5. It is known as the Discipline Pokémon.	Dewott
501	Samurott is a Water type Pokémon introduced in Generation 5. It is known as the Formidable Pokémon.	Samurott
502	Patrat is a Normal type Pokémon introduced in Generation 5. It is known as the Scout Pokémon.	Patrat
503	Watchog is a Normal type Pokémon introduced in Generation 5. It is known as the Lookout Pokémon.	Watchog
504	Lillipup is a Normal type Pokémon introduced in Generation 5. It is known as the Puppy Pokémon.	Lillipup
505	Herdier is a Normal type Pokémon introduced in Generation 5. It is known as the Loyal Dog Pokémon.	Herdier
506	Stoutland is a Normal type Pokémon introduced in Generation 5. It is known as the Big-Hearted Pokémon.	Stoutland
507	Purrloin is a Dark type Pokémon introduced in Generation 5. It is known as the Devious Pokémon.	Purrloin
508	Liepard is a Dark type Pokémon introduced in Generation 5. It is known as the Cruel Pokémon.	Liepard
509	Pansage is a Grass type Pokémon introduced in Generation 5. It is known as the Grass Monkey Pokémon.	Pansage
510	Simisage is a Grass type Pokémon introduced in Generation 5. It is known as the Thorn Monkey Pokémon.	Simisage
511	Pansear is a Fire type Pokémon introduced in Generation 5. It is known as the High Temp Pokémon.	Pansear
512	Simisear is a Fire type Pokémon introduced in Generation 5. It is known as the Ember Pokémon.	Simisear
513	Panpour is a Water type Pokémon introduced in Generation 5. It is known as the Spray Pokémon.	Panpour
514	Simipour is a Water type Pokémon introduced in Generation 5. It is known as the Geyser Pokémon.	Simipour
515	Munna is a Psychic type Pokémon introduced in Generation 5. It is known as the Dream Eater Pokémon.	Munna
516	Musharna is a Psychic type Pokémon introduced in Generation 5. It is known as the Drowsing Pokémon.	Musharna
517	Pidove is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Tiny Pigeon Pokémon.	Pidove
518	Tranquill is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Wild Pigeon Pokémon.	Tranquill
519	Unfezant is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Proud Pokémon.	Unfezant
520	Blitzle is an Electric type Pokémon introduced in Generation 5. It is known as the Electrified Pokémon.	Blitzle
521	Zebstrika is an Electric type Pokémon introduced in Generation 5. It is known as the Thunderbolt Pokémon.	Zebstrika
522	Roggenrola is a Rock type Pokémon introduced in Generation 5. It is known as the Mantle Pokémon.	Roggenrola
523	Boldore is a Rock type Pokémon introduced in Generation 5. It is known as the Ore Pokémon.	Boldore
524	Gigalith is a Rock type Pokémon introduced in Generation 5. It is known as the Compressed Pokémon.	Gigalith
525	Woobat is a Psychic/Flying type Pokémon introduced in Generation 5. It is known as the Bat Pokémon.	Woobat
526	Swoobat is a Psychic/Flying type Pokémon introduced in Generation 5. It is known as the Courting Pokémon.	Swoobat
527	Drilbur is a Ground type Pokémon introduced in Generation 5. It is known as the Mole Pokémon.	Drilbur
528	Excadrill is a Ground/Steel type Pokémon introduced in Generation 5. It is known as the Subterrene Pokémon.	Excadrill
529	"Audino is a Normal type Pokémon introduced in Generation 5. It is known as the Hearing Pokémon.
Audino has a Mega Evolution, available from Omega Ruby & Alpha Sapphire onwards."	Audino
530	Timburr is a Fighting type Pokémon introduced in Generation 5. It is known as the Muscular Pokémon.	Timburr
531	Gurdurr is a Fighting type Pokémon introduced in Generation 5. It is known as the Muscular Pokémon.	Gurdurr
532	Conkeldurr is a Fighting type Pokémon introduced in Generation 5. It is known as the Muscular Pokémon.	Conkeldurr
533	Tympole is a Water type Pokémon introduced in Generation 5. It is known as the Tadpole Pokémon.	Tympole
534	Palpitoad is a Water/Ground type Pokémon introduced in Generation 5. It is known as the Vibration Pokémon.	Palpitoad
535	Seismitoad is a Water/Ground type Pokémon introduced in Generation 5. It is known as the Vibration Pokémon.	Seismitoad
536	Throh is a Fighting type Pokémon introduced in Generation 5. It is known as the Judo Pokémon.	Throh
537	Sawk is a Fighting type Pokémon introduced in Generation 5. It is known as the Karate Pokémon.	Sawk
538	Sewaddle is a Bug/Grass type Pokémon introduced in Generation 5. It is known as the Sewing Pokémon.	Sewaddle
539	Swadloon is a Bug/Grass type Pokémon introduced in Generation 5. It is known as the Leaf-Wrapped Pokémon.	Swadloon
540	Leavanny is a Bug/Grass type Pokémon introduced in Generation 5. It is known as the Nurturing Pokémon.	Leavanny
541	Venipede is a Bug/Poison type Pokémon introduced in Generation 5. It is known as the Centipede Pokémon.	Venipede
542	Whirlipede is a Bug/Poison type Pokémon introduced in Generation 5. It is known as the Curlipede Pokémon.	Whirlipede
543	Scolipede is a Bug/Poison type Pokémon introduced in Generation 5. It is known as the Megapede Pokémon.	Scolipede
544	Cottonee is a Grass/Fairy type Pokémon introduced in Generation 5. It is known as the Cotton Puff Pokémon.	Cottonee
545	Whimsicott is a Grass/Fairy type Pokémon introduced in Generation 5. It is known as the Windveiled Pokémon.	Whimsicott
546	Petilil is a Grass type Pokémon introduced in Generation 5. It is known as the Bulb Pokémon.	Petilil
547	Lilligant is a Grass type Pokémon introduced in Generation 5. It is known as the Flowering Pokémon.	Lilligant
548	Basculin is a Water type Pokémon introduced in Generation 5. It is known as the Hostile Pokémon.	Basculin
549	Sandile is a Ground/Dark type Pokémon introduced in Generation 5. It is known as the Desert Croc Pokémon.	Sandile
550	Krokorok is a Ground/Dark type Pokémon introduced in Generation 5. It is known as the Desert Croc Pokémon.	Krokorok
551	Krookodile is a Ground/Dark type Pokémon introduced in Generation 5. It is known as the Intimidation Pokémon.	Krookodile
552	Darumaka is a Fire type Pokémon introduced in Generation 5. It is known as the Zen Charm Pokémon.	Darumaka
553	Darmanitan is a Fire type Pokémon introduced in Generation 5. It is known as the Blazing Pokémon.	Darmanitan
554	Maractus is a Grass type Pokémon introduced in Generation 5. It is known as the Cactus Pokémon.	Maractus
555	Dwebble is a Bug/Rock type Pokémon introduced in Generation 5. It is known as the Rock Inn Pokémon.	Dwebble
556	Crustle is a Bug/Rock type Pokémon introduced in Generation 5. It is known as the Stone Home Pokémon.	Crustle
557	Scraggy is a Dark/Fighting type Pokémon introduced in Generation 5. It is known as the Shedding Pokémon.	Scraggy
558	Scrafty is a Dark/Fighting type Pokémon introduced in Generation 5. It is known as the Hoodlum Pokémon.	Scrafty
559	Sigilyph is a Psychic/Flying type Pokémon introduced in Generation 5. It is known as the Avianoid Pokémon.	Sigilyph
560	Yamask is a Ghost type Pokémon introduced in Generation 5. It is known as the Spirit Pokémon.	Yamask
561	Cofagrigus is a Ghost type Pokémon introduced in Generation 5. It is known as the Coffin Pokémon.	Cofagrigus
562	Tirtouga is a Water/Rock type Pokémon introduced in Generation 5. It is known as the Prototurtle Pokémon.	Tirtouga
563	Carracosta is a Water/Rock type Pokémon introduced in Generation 5. It is known as the Prototurtle Pokémon.	Carracosta
564	Archen is a Rock/Flying type Pokémon introduced in Generation 5. It is known as the First Bird Pokémon.	Archen
565	Archeops is a Rock/Flying type Pokémon introduced in Generation 5. It is known as the First Bird Pokémon.	Archeops
566	Trubbish is a Poison type Pokémon introduced in Generation 5. It is known as the Trash Bag Pokémon.	Trubbish
567	Garbodor is a Poison type Pokémon introduced in Generation 5. It is known as the Trash Heap Pokémon.	Garbodor
568	Zorua is a Dark type Pokémon introduced in Generation 5. It is known as the Tricky Fox Pokémon.	Zorua
569	Zoroark is a Dark type Pokémon introduced in Generation 5. It is known as the Illusion Fox Pokémon.	Zoroark
570	Minccino is a Normal type Pokémon introduced in Generation 5. It is known as the Chinchilla Pokémon.	Minccino
571	Cinccino is a Normal type Pokémon introduced in Generation 5. It is known as the Scarf Pokémon.	Cinccino
572	Gothita is a Psychic type Pokémon introduced in Generation 5. It is known as the Fixation Pokémon.	Gothita
573	Gothorita is a Psychic type Pokémon introduced in Generation 5. It is known as the Manipulate Pokémon.	Gothorita
574	Gothitelle is a Psychic type Pokémon introduced in Generation 5. It is known as the Astral Body Pokémon.	Gothitelle
575	Solosis is a Psychic type Pokémon introduced in Generation 5. It is known as the Cell Pokémon.	Solosis
576	Duosion is a Psychic type Pokémon introduced in Generation 5. It is known as the Mitosis Pokémon.	Duosion
577	Reuniclus is a Psychic type Pokémon introduced in Generation 5. It is known as the Multiplying Pokémon.	Reuniclus
578	Ducklett is a Water/Flying type Pokémon introduced in Generation 5. It is known as the Water Bird Pokémon.	Ducklett
579	Swanna is a Water/Flying type Pokémon introduced in Generation 5. It is known as the White Bird Pokémon.	Swanna
580	Vanillite is an Ice type Pokémon introduced in Generation 5. It is known as the Fresh Snow Pokémon.	Vanillite
581	Vanillish is an Ice type Pokémon introduced in Generation 5. It is known as the Icy Snow Pokémon.	Vanillish
582	Vanilluxe is an Ice type Pokémon introduced in Generation 5. It is known as the Snowstorm Pokémon.	Vanilluxe
583	Deerling is a Normal/Grass type Pokémon introduced in Generation 5. It is known as the Season Pokémon.	Deerling
584	Sawsbuck is a Normal/Grass type Pokémon introduced in Generation 5. It is known as the Season Pokémon.	Sawsbuck
585	Emolga is an Electric/Flying type Pokémon introduced in Generation 5. It is known as the Sky Squirrel Pokémon.	Emolga
586	Karrablast is a Bug type Pokémon introduced in Generation 5. It is known as the Clamping Pokémon.	Karrablast
587	Escavalier is a Bug/Steel type Pokémon introduced in Generation 5. It is known as the Cavalry Pokémon.	Escavalier
588	Foongus is a Grass/Poison type Pokémon introduced in Generation 5. It is known as the Mushroom Pokémon.	Foongus
589	Amoonguss is a Grass/Poison type Pokémon introduced in Generation 5. It is known as the Mushroom Pokémon.	Amoonguss
590	Frillish is a Water/Ghost type Pokémon introduced in Generation 5. It is known as the Floating Pokémon.	Frillish
591	Jellicent is a Water/Ghost type Pokémon introduced in Generation 5. It is known as the Floating Pokémon.	Jellicent
592	Alomomola is a Water type Pokémon introduced in Generation 5. It is known as the Caring Pokémon.	Alomomola
593	Joltik is a Bug/Electric type Pokémon introduced in Generation 5. It is known as the Attaching Pokémon.	Joltik
594	Galvantula is a Bug/Electric type Pokémon introduced in Generation 5. It is known as the EleSpider Pokémon.	Galvantula
595	Ferroseed is a Grass/Steel type Pokémon introduced in Generation 5. It is known as the Thorn Seed Pokémon.	Ferroseed
596	Ferrothorn is a Grass/Steel type Pokémon introduced in Generation 5. It is known as the Thorn Pod Pokémon.	Ferrothorn
597	Klink is a Steel type Pokémon introduced in Generation 5. It is known as the Gear Pokémon.	Klink
598	Klang is a Steel type Pokémon introduced in Generation 5. It is known as the Gear Pokémon.	Klang
599	Klinklang is a Steel type Pokémon introduced in Generation 5. It is known as the Gear Pokémon.	Klinklang
600	Tynamo is an Electric type Pokémon introduced in Generation 5. It is known as the EleFish Pokémon.	Tynamo
601	Eelektrik is an Electric type Pokémon introduced in Generation 5. It is known as the EleFish Pokémon.	Eelektrik
602	Eelektross is an Electric type Pokémon introduced in Generation 5. It is known as the EleFish Pokémon.	Eelektross
603	Elgyem is a Psychic type Pokémon introduced in Generation 5. It is known as the Cerebral Pokémon.	Elgyem
604	Beheeyem is a Psychic type Pokémon introduced in Generation 5. It is known as the Cerebral Pokémon.	Beheeyem
605	Litwick is a Ghost/Fire type Pokémon introduced in Generation 5. It is known as the Candle Pokémon.	Litwick
606	Lampent is a Ghost/Fire type Pokémon introduced in Generation 5. It is known as the Lamp Pokémon.	Lampent
607	Chandelure is a Ghost/Fire type Pokémon introduced in Generation 5. It is known as the Luring Pokémon.	Chandelure
608	Axew is a Dragon type Pokémon introduced in Generation 5. It is known as the Tusk Pokémon.	Axew
609	Fraxure is a Dragon type Pokémon introduced in Generation 5. It is known as the Axe Jaw Pokémon.	Fraxure
610	Haxorus is a Dragon type Pokémon introduced in Generation 5. It is known as the Axe Jaw Pokémon.	Haxorus
611	Cubchoo is an Ice type Pokémon introduced in Generation 5. It is known as the Chill Pokémon.	Cubchoo
612	Beartic is an Ice type Pokémon introduced in Generation 5. It is known as the Freezing Pokémon.	Beartic
613	Cryogonal is an Ice type Pokémon introduced in Generation 5. It is known as the Crystallizing Pokémon.	Cryogonal
614	Shelmet is a Bug type Pokémon introduced in Generation 5. It is known as the Snail Pokémon.	Shelmet
615	Accelgor is a Bug type Pokémon introduced in Generation 5. It is known as the Shell Out Pokémon.	Accelgor
616	Stunfisk is a Ground/Electric type Pokémon introduced in Generation 5. It is known as the Trap Pokémon.	Stunfisk
617	Mienfoo is a Fighting type Pokémon introduced in Generation 5. It is known as the Martial Arts Pokémon.	Mienfoo
618	Mienshao is a Fighting type Pokémon introduced in Generation 5. It is known as the Martial Arts Pokémon.	Mienshao
619	Druddigon is a Dragon type Pokémon introduced in Generation 5. It is known as the Cave Pokémon.	Druddigon
620	Golett is a Ground/Ghost type Pokémon introduced in Generation 5. It is known as the Automaton Pokémon.	Golett
621	Golurk is a Ground/Ghost type Pokémon introduced in Generation 5. It is known as the Automaton Pokémon.	Golurk
622	Pawniard is a Dark/Steel type Pokémon introduced in Generation 5. It is known as the Sharp Blade Pokémon.	Pawniard
623	Bisharp is a Dark/Steel type Pokémon introduced in Generation 5. It is known as the Sword Blade Pokémon.	Bisharp
624	Bouffalant is a Normal type Pokémon introduced in Generation 5. It is known as the Bash Buffalo Pokémon.	Bouffalant
625	Rufflet is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Eaglet Pokémon.	Rufflet
626	Braviary is a Normal/Flying type Pokémon introduced in Generation 5. It is known as the Valiant Pokémon.	Braviary
627	Vullaby is a Dark/Flying type Pokémon introduced in Generation 5. It is known as the Diapered Pokémon.	Vullaby
628	Mandibuzz is a Dark/Flying type Pokémon introduced in Generation 5. It is known as the Bone Vulture Pokémon.	Mandibuzz
629	Heatmor is a Fire type Pokémon introduced in Generation 5. It is known as the Anteater Pokémon.	Heatmor
630	Durant is a Bug/Steel type Pokémon introduced in Generation 5. It is known as the Iron Ant Pokémon.	Durant
631	Deino is a Dark/Dragon type Pokémon introduced in Generation 5. It is known as the Irate Pokémon.	Deino
632	Zweilous is a Dark/Dragon type Pokémon introduced in Generation 5. It is known as the Hostile Pokémon.	Zweilous
633	Hydreigon is a Dark/Dragon type Pokémon introduced in Generation 5. It is known as the Brutal Pokémon.	Hydreigon
634	Larvesta is a Bug/Fire type Pokémon introduced in Generation 5. It is known as the Torch Pokémon.	Larvesta
635	Volcarona is a Bug/Fire type Pokémon introduced in Generation 5. It is known as the Sun Pokémon.	Volcarona
636	Cobalion is a Steel/Fighting type Pokémon introduced in Generation 5. It is known as the Iron Will Pokémon.	Cobalion
637	Terrakion is a Rock/Fighting type Pokémon introduced in Generation 5. It is known as the Cavern Pokémon.	Terrakion
638	Virizion is a Grass/Fighting type Pokémon introduced in Generation 5. It is known as the Grassland Pokémon.	Virizion
639	Tornadus is a Flying type Pokémon introduced in Generation 5. It is known as the Cyclone Pokémon.	Tornadus
640	Thundurus is an Electric/Flying type Pokémon introduced in Generation 5. It is known as the Bolt Strike Pokémon.	Thundurus
641	Reshiram is a Dragon/Fire type Pokémon introduced in Generation 5. It is known as the Vast White Pokémon.	Reshiram
642	Zekrom is a Dragon/Electric type Pokémon introduced in Generation 5. It is known as the Deep Black Pokémon.	Zekrom
643	Landorus is a Ground/Flying type Pokémon introduced in Generation 5. It is known as the Abundance Pokémon.	Landorus
644	Kyurem is a Dragon/Ice type Pokémon introduced in Generation 5. It is known as the Boundary Pokémon.	Kyurem
645	Keldeo is a Water/Fighting type Pokémon introduced in Generation 5. It is known as the Colt Pokémon.	Keldeo
646	Meloetta is a Normal/Psychic type Pokémon introduced in Generation 5. It is known as the Melody Pokémon.	Meloetta
647	Genesect is a Bug/Steel type Pokémon introduced in Generation 5. It is known as the Paleozoic Pokémon.	Genesect
648	"Chespin is a Grass type Pokémon introduced in Generation 6. It is known as the Spiny Nut Pokémon.
Chespin has a tough shell covering its head and back. Despite having a curious nature that tends to get it in trouble, Chespin keeps an optimistic outlook and doesn't worry about small details.
Chespin evolves into Quilladin at level 16."	Chespin
649	"Quilladin is a Grass type Pokémon introduced in Generation 6. It is known as the Spiny Armor Pokémon.
Upon evolution, the hard spikes on Quilladin's body grow even sturdier. Despite its prickly appearance, Quilladin is considered a gentle Pokémon that avoids battle.
Quilladin evolves from Chespin at level 16, and evolves into Chesnaught at level 36."	Quilladin
650	"Chesnaught is a Grass/Fighting type Pokémon introduced in Generation 6. It is known as the Spiny Armor Pokémon.
Chesnaught evolves from Quilladin at level 36."	Chesnaught
651	"Fennekin is a Fire type Pokémon introduced in Generation 6. It is known as the Fox Pokémon.
Fennekin can be temperamental, but it tries to do its best for its Trainer. Searing heat blows from its ears. This Pokémon loves to snack on twigs.
Fennekin evolves into Braixen at level 16."	Fennekin
652	"Braixen is a Fire type Pokémon introduced in Generation 6. It is known as the Fox Pokémon.
Braixen no longer eats branches but it still keeps a tree branch in its tail, which seems to calm the Pokémon. It will occasionally wield the branch in battle and use friction to light it on fire.
Braixen evolves from Fennekin at level 16, and evolves into Delphox at level 36."	Braixen
653	"Delphox is a Fire/Psychic type Pokémon introduced in Generation 6. It is known as the Fox Pokémon.
Delphox evolves from Braixen at level 36."	Delphox
654	"Froakie is a Water type Pokémon introduced in Generation 6. It is known as the Bubble Frog Pokémon.
Froakie is both light and strong, making it capable of jumping incredibly high. The bubbles on its chest and back protect it from attacks. Froakie may appear absentminded, but in truth it pays close attention to its surroundings at all times.
Froakie evolves into Frogadier at level 16."	Froakie
655	"Frogadier is a Water type Pokémon introduced in Generation 6. It is known as the Bubble Frog Pokémon.
During battle, Frogadier confounds its opponents by leaping about the ceiling or into trees. Its jumping skill improves greatly.
Frogadier evolves from Froakie at level 16, and evolves into Greninja at level 36."	Frogadier
656	"Greninja is a Water/Dark type Pokémon introduced in Generation 6. It is known as the Ninja Pokémon.
Greninja evolves from Frogadier at level 36.
Greninja has a new form Ash-Greninja introduced in Pokémon Sun/Moon."	Greninja
657	"Bunnelby is a Normal type Pokémon introduced in Generation 6. It is known as the Digging Pokémon.
Bunnelby is based on a rabbit. It creates its den by digging in the ground with its large, shovel-shaped ears. They are strong enough to chop right through thick tree roots.
Bunnelby evolves into Diggersby at level 20."	Bunnelby
658	"Diggersby is a Normal/Ground type Pokémon introduced in Generation 6. It is known as the Digging Pokémon.
Diggersby evolves from Bunnelby at level 20."	Diggersby
659	"Fletchling is a Normal/Flying type Pokémon introduced in Generation 6. It is known as the Tiny Robin Pokémon.
It has a friendly nature and a beautiful chirp, but Fletchling is also known to be ferocious in battle, capable of unleashing relentless attacks.
It evolves into Fletchinder at level 17."	Fletchling
660	"Fletchinder is a Fire/Flying type Pokémon introduced in Generation 6. It is known as the Ember Pokémon.
Fletchinder evolves from Fletchling at level 17 and evolves into Talonflame at level 35."	Fletchinder
661	"Talonflame is a Fire/Flying type Pokémon introduced in Generation 6. It is known as the Scorching Pokémon.
It dives at foes, and then attacks with devastating kicks.
It evolves from Fletchinder at level 35."	Talonflame
662	"Scatterbug is a Bug type Pokémon introduced in Generation 6. It is known as the Scatterdust Pokémon.
Scatterbug resides mostly in forests and wild plains. It uses the fur around its neck to control its body temperature."	Scatterbug
663	Spewpa is a Bug type Pokémon introduced in Generation 6. It is known as the Scatterdust Pokémon.	Spewpa
664	"Vivillon is a Bug/Flying type Pokémon introduced in Generation 6. It is known as the Scale Pokémon.
Vivillon has 18 different forms, depending on the region set on the 3DS. (Once encountered, changing the region does not change the form found.) There are also two event-exclusive patterns. The forms are:

Meadow Pattern
Garden Pattern
Archipelago Pattern
Continental Pattern
Elegant Pattern
High Plains Pattern
Icy Snow Pattern
Jungle Pattern
Marine Pattern
Modern Pattern
Monsoon Pattern
Ocean Pattern
Polar Pattern
River Pattern
Sandstorm Pattern
Savanna Pattern
Sun Pattern
Tundra Pattern
Poké Ball Pattern (event)
Fancy Pattern (event)"	Vivillon
665	"Litleo is a Fire/Normal type Pokémon introduced in Generation 6. It is known as the Lion Cub Pokémon.
Its mane blazes with heat during battle, burning hotter and hotter the stronger its opponent."	Litleo
666	"Pyroar is a Fire/Normal type Pokémon introduced in Generation 6. It is known as the Royal Pokémon.
Male and female Pyroar have different forms - the male has a large mane, while the female is more sleek. Both have the same stats/attributes."	Pyroar
667	"Flabébé is a Fairy type Pokémon introduced in Generation 6. It is known as the Single Bloom Pokémon.
Flabébé has several forms, based on the flower it is holding. They are each found in wild flower patches corresponding to its color. The forms are: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower."	Flabébé
668	"Floette is a Fairy type Pokémon introduced in Generation 6. It is known as the Single Bloom Pokémon.
Like Flabébé, Floette has several forms: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower."	Floette
669	"Florges is a Fairy type Pokémon introduced in Generation 6. It is known as the Garden Pokémon.
Like Flabébé, Florges has several forms: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower."	Florges
670	"Skiddo is a Grass type Pokémon introduced in Generation 6. It is known as the Mount Pokémon.
Skiddo is said to have been the first Pokémon to live alongside humans. It has become able to read the feelings of its riders through their grip on its horns."	Skiddo
671	"Gogoat is a Grass type Pokémon introduced in Generation 6. It is known as the Mount Pokémon.
Gogoat is so large that people are able to ride on its back. It's very calm, and can form a strong bond with its Trainer's feelings when its Trainer grabs onto its horns."	Gogoat
672	"Pancham is a Fighting type Pokémon introduced in Generation 6. It is known as the Playful Pokémon.
With its trademark leaf always sticking out of its mouth, Pancham tries to intimidate its opponents by glaring at them intensely (although this is rarely successful)."	Pancham
673	"Pangoro is a Fighting/Dark type Pokémon introduced in Generation 6. It is known as the Daunting Pokémon.
Pangoro is a cantankerous Pokémon, but it has a strong heart and doesn't forgive those who pick on the weak."	Pangoro
674	"Furfrou is a Normal type Pokémon introduced in Generation 6. It is known as the Poodle Pokémon.
Furfrou can have its appearance changed by grooming. There are number of different appearances it can take, and the more it's groomed, the more styles become available.
Furfrou is also considered very intelligent and loyal to its Trainer. It's said that in ancient times, Furfrou guarded the king of Kalos."	Furfrou
675	"Espurr is a Psychic type Pokémon introduced in Generation 6. It is known as the Restraint Pokémon.
The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out."	Espurr
676	"Meowstic is a Psychic type Pokémon introduced in Generation 6. It is known as the Constraint Pokémon.
Meowstic is based on a cat. The organs within Meowstic's ears possess a formidable psychic power, so it usually keeps them clamped shut. But when Meowstic is threatened, it will lift its ears and release this power.
Meowstic has different forms depending on its gender. The male is mainly blue and learns more defensive moves; the female is mainly white and learns more attacking moves."	Meowstic
677	Honedge is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Sword Pokémon.	Honedge
678	"Doublade is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Sword Pokémon.
Doublade is capable of carrying out intricate attacks by telepathically coordinating its two blades to deliver twice the slice in battle."	Doublade
679	"Aegislash is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Royal Sword Pokémon.
Aegislash has two different forms - Shield Forme, which is more defensive, and Blade Forme, which is more offensive. Its ability, Stance Change, causes Aegislash to change into Shield Forme when a defensive move is used, or change into Blade Forme when an attacking move is used."	Aegislash
680	"Spritzee is a Fairy type Pokémon introduced in Generation 6. It is known as the Perfume Pokémon.
It emits a unique fragrance from its body, and any who smell it fall under its spell."	Spritzee
681	"Aromatisse is a Fairy type Pokémon introduced in Generation 6. It is known as the Fragrance Pokémon.
Aromatisse can give off a variety of different smells, from a pleasant fragrance to an odor so repugnant to its opponent that it can turn a battle in its favor."	Aromatisse
682	"Swirlix is a Fairy type Pokémon introduced in Generation 6. It is known as the Cotton Candy Pokémon.
It loves sweets and eats nothing else, making its body as sweet and sticky as cotton candy."	Swirlix
683	"Slurpuff is a Fairy type Pokémon introduced in Generation 6. It is known as the Meringue Pokémon.
Slurpuff has an unbelievable sense of smell - a hundred million times more sensitive than that of humans. With its highly attuned senses, it can distinguish the faintest of odors."	Slurpuff
684	"Inkay is a Dark/Psychic type Pokémon introduced in Generation 6. It is known as the Revolving Pokémon.
Transmitters above Inkay's eyes have the ability to drain the will to fight from other Pokémon. It uses this skill to run and hide when attacked by stronger enemies."	Inkay
685	"Malamar is a Dark/Psychic type Pokémon introduced in Generation 6. It is known as the Overturning Pokémon.
Malamar wields some of the strongest hypnotic powers of any Pokémon and can make its opponents bend to its will."	Malamar
686	Binacle is a Rock/Water type Pokémon introduced in Generation 6. It is known as the Two-Handed Pokémon.	Binacle
687	Barbaracle is a Rock/Water type Pokémon introduced in Generation 6. It is known as the Collective Pokémon.	Barbaracle
688	"Skrelp is a Poison/Water type Pokémon introduced in Generation 6. It is known as the Mock Kelp Pokémon.
Disguised by its shape, Skrelp pretends to be a piece of seaweed. When prey gets too close, Skrelp bathes it in poison to keep it from struggling."	Skrelp
689	"Dragalge is a Poison/Dragon type Pokémon introduced in Generation 6. It is known as the Mock Kelp Pokémon.
Tales are told of ships that wander into seas where Dragalge live, never to return.
When Dragalge evolves from Skrelp, its loses its Water type and gains Dragon type."	Dragalge
690	"Clauncher is a Water type Pokémon introduced in Generation 6. It is known as the Water Gun Pokémon.
It has an oversized claw on one of its arms. This useful claw can seize prey and shoot water at others as a projectile."	Clauncher
691	Clawitzer is a Water type Pokémon introduced in Generation 6. It is known as the Howitzer Pokémon.	Clawitzer
692	"Helioptile is an Electric/Normal type Pokémon introduced in Generation 6. It is known as the Generator Pokémon.
It charges itself by bathing in the light of the sun, providing it with enough energy that it doesn't need to eat."	Helioptile
693	Heliolisk is an Electric/Normal type Pokémon introduced in Generation 6. It is known as the Generator Pokémon.	Heliolisk
694	"Tyrunt is a Rock/Dragon type Pokémon introduced in Generation 6. It is known as the Royal Heir Pokémon.
It's believed that Tyrunt is over one hundred million years old. The Pokémon is known to be a bit selfish, and will throw a fit when it doesn't like something.
Tyrunt is obtained by reviving it from the Jaw Fossil."	Tyrunt
695	"Tyrantrum is a Rock/Dragon type Pokémon introduced in Generation 6. It is known as the Despot Pokémon.
Tyrantrum's jaws can shred thick metal plates as if they were paper."	Tyrantrum
696	"Amaura is a Rock/Ice type Pokémon introduced in Generation 6. It is known as the Tundra Pokémon.
It's believed that Amaura is over one hundred million years old.
Amaura is obtained by reviving it from the Sail Fossil."	Amaura
697	"Aurorus is a Rock/Ice type Pokémon introduced in Generation 6. It is known as the Tundra Pokémon.
Aurorus can blast freezing cold air to form a wall of ice to protect itself from attacks."	Aurorus
698	Sylveon is a Fairy type Pokémon introduced in Generation 6. It is known as the Intertwining Pokémon.	Sylveon
699	Hawlucha is a Fighting/Flying type Pokémon introduced in Generation 6. It is known as the Wrestling Pokémon.	Hawlucha
700	"Dedenne is an Electric/Fairy type Pokémon introduced in Generation 6. It is known as the Antenna Pokémon.
By emitting radio waves from its antenna-shaped whiskers, it can communicate with far-off allies. Dedenne can also plug its tail into outlets to drain electricity from them."	Dedenne
